Fulltime_score_home_predicted,Fulltime_score_away_predicted,Halftime_score_home_predicted,Halftime_score_away_predicted,Home_team,Away_team,Date_time,Venue,Fulltime_score_home,Fulltime_score_away,Halftime_score_home,Halftime_score_away,wx_temp_c,wx_precip_mm,wx_wind_kph,wx_weathercode,wx_summary,time_bucket,is_in_south_africa,is_main_home_stadium
,,,,Dragons RFC,Edinburgh,2026-05-09 20:45:00,Rodney Parade,,,,,,,,,,evening,False,True
,,,,Connacht,Munster,2026-05-09 20:45:00,Dexcom Stadium,,,,,,,,,,evening,False,True
,,,,Cardiff,Stormers,2026-05-15 20:45:00,Cardiff Arms Park,,,,,,,,,,evening,False,True
,,,,Ulster,Glasgow Warriors,2026-05-15 20:45:00,Affidea Stadium,,,,,,,,,,evening,False,True
,,,,Edinburgh,Connacht,2026-05-15 20:45:00,Hive Stadium,,,,,,,,,,evening,False,True
,,,,Sharks,Zebre,2026-05-16 13:45:00,Hollywoodbets Kings Park,,,,,,,,,,early_afternoon,True,True
,,,,Bulls,Benetton,2026-05-16 16:00:00,Loftus Versfeld,,,,,,,,,,late_afternoon,True,True
,,,,Leinster,Ospreys,2026-05-16 18:15:00,TBC,,,,,,,,,,late_afternoon,False,False
,,,,Scarlets,Dragons RFC,2026-05-16 18:15:00,Parc y Scarlets,,,,,,,,,,late_afternoon,False,True
,,,,Munster,Lions,2026-05-16 20:45:00,Thomond Park,,,,,,,,,,evening,False,True
